Mean_Score,Std_Score,criterion,max_depth,min_samples_split,n_estimators,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
0.571203334906652,0.003508877551886614,entropy,9,4,200,0.5747676710785694,0.5660377358490566,0.5701408450704225,0.5754929577464789,0.5695774647887324
0.5710344794761246,0.004202976956210341,entropy,9,2,200,0.5725147845677274,0.5654745142213461,0.5678873239436619,0.5777464788732395,0.5715492957746479
0.5710344160145328,0.0034696556398362316,gini,9,6,200,0.5730780061954379,0.5660377358490566,0.5701408450704225,0.5763380281690141,0.5695774647887324
0.5705840290971399,0.005247166534035336,entropy,9,6,200,0.5722331737538722,0.5612503520135174,0.5707042253521126,0.5774647887323944,0.5712676056338029
0.5705839180393542,0.004728832957642365,gini,9,7,200,0.5727963953815827,0.5626584060827936,0.5704225352112676,0.5771830985915493,0.5698591549295775
0.5705836641929867,0.002687750525817764,gini,9,7,100,0.5725147845677274,0.5674457899183328,0.568169014084507,0.5746478873239437,0.5701408450704225
0.5705274213572056,0.0032212349360794647,entropy,9,7,200,0.5730780061954379,0.5651929034074908,0.5687323943661972,0.5740845070422536,0.5715492957746479
0.5704711467906284,0.004481934399386766,entropy,9,5,200,0.5736412278231484,0.5635032385243594,0.5670422535211268,0.5754929577464789,0.5726760563380282
0.5704148563586532,0.0025652022062497737,entropy,9,9,200,0.5699802872430302,0.5663193466629118,0.5704225352112676,0.5743661971830986,0.5709859154929577
0.5703585024650862,0.004148000054020329,gini,9,9,200,0.5711067304984512,0.5654745142213461,0.5670422535211268,0.5774647887323944,0.5707042253521126
0.570302227898509,0.003747602160700735,entropy,9,4,100,0.5713883413123064,0.5640664601520698,0.5690140845070423,0.5754929577464789,0.5715492957746479
0.57024596919733,0.0040599749134355,gini,9,3,100,0.5696986764291749,0.5643480709659251,0.5684507042253522,0.5766197183098591,0.572112676056338
0.5702457946779522,0.0033666100680066753,entropy,8,6,200,0.5716699521261617,0.5654745142213461,0.568169014084507,0.5754929577464789,0.5704225352112676
0.5701895518421711,0.004677089659968132,gini,9,5,100,0.5719515629400169,0.5635032385243594,0.568169014084507,0.5777464788732395,0.5695774647887324
0.5701332614101959,0.004874016131946127,entropy,9,3,100,0.5716699521261617,0.5629400168966489,0.5676056338028169,0.5777464788732395,0.5707042253521126
0.5699642314602908,0.003965943899078744,entropy,9,7,100,0.5671641791044776,0.5677274007321881,0.5661971830985916,0.5769014084507043,0.571830985915493
0.5699640886717093,0.003320631837993319,gini,9,2,200,0.5713883413123064,0.5660377358490566,0.5673239436619718,0.5754929577464789,0.5695774647887324
0.569851507807759,0.004094169930145755,entropy,8,2,100,0.5713883413123064,0.5643480709659251,0.5692957746478873,0.5766197183098591,0.5676056338028169
0.5698513491537793,0.0018896206988200583,gini,9,6,100,0.5713883413123064,0.5671641791044776,0.568169014084507,0.572112676056338,0.5704225352112676
0.5697388158860229,0.0037075701239116777,gini,9,3,200,0.5716699521261617,0.5643480709659251,0.5673239436619718,0.5752112676056338,0.5701408450704225
0.5694571733413719,0.0034851983794233743,gini,9,4,100,0.5702618980568854,0.5649112925936356,0.5678873239436619,0.5754929577464789,0.5687323943661972
0.5694571257451779,0.003576632738001358,entropy,8,9,100,0.5691354548014643,0.5668825682906223,0.5664788732394366,0.5763380281690141,0.5684507042253522
0.5694571257451779,0.003028714924625208,entropy,9,8,200,0.5702618980568854,0.5657561250352013,0.5673239436619718,0.5746478873239437,0.5692957746478873
0.5694569988219943,0.002011549218487188,gini,9,5,200,0.5708251196845959,0.5674457899183328,0.5676056338028169,0.5726760563380282,0.5687323943661972
0.5692883020454464,0.0035051002259737177,gini,8,3,100,0.5694170656153196,0.5632216277105041,0.5687323943661972,0.5738028169014084,0.5712676056338029
0.5692319957480734,0.0047688680373202275,entropy,8,4,200,0.5702618980568854,0.5618135736412279,0.5676056338028169,0.5766197183098591,0.5698591549295775
0.5691755307967206,0.003519261554013566,gini,8,8,100,0.5708251196845959,0.5635032385243594,0.5676056338028169,0.5740845070422536,0.5698591549295775
0.5691754673351288,0.004933555299948349,entropy,9,5,100,0.5727963953815827,0.5626584060827936,0.5653521126760563,0.5763380281690141,0.5687323943661972
0.569119065845368,0.0039016056057997236,gini,9,2,100,0.5727963953815827,0.5637848493382146,0.5676056338028169,0.5743661971830986,0.5670422535211268
0.5690629182019744,0.004830640622250685,entropy,9,2,100,0.5705435088707407,0.5626584060827936,0.5645070422535211,0.5757746478873239,0.571830985915493
0.5690066119046013,0.004257152178291971,gini,8,5,100,0.5677274007321881,0.5649112925936356,0.5659154929577465,0.5769014084507043,0.5695774647887324
0.5690064849814177,0.0038352847414459246,entropy,8,5,200,0.5702618980568854,0.5646296817797803,0.5667605633802817,0.5757746478873239,0.5676056338028169
0.569006358058234,0.0045899974215868455,entropy,9,9,100,0.5736412278231484,0.5635032385243594,0.5647887323943662,0.5749295774647887,0.568169014084507
0.5689501786840446,0.004030897855470112,gini,8,2,200,0.5705435088707407,0.5637848493382146,0.5670422535211268,0.5757746478873239,0.5676056338028169
