Mean_Score,Std_Score,criterion,max_depth,min_samples_split,n_estimators,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
0.571766794515332,0.004356864681393816,entropy,9,5,200,0.5736412278231484,0.5657561250352013,0.5698591549295775,0.5788732394366197,0.5707042253521126
0.5717667151883422,0.002248709202327199,entropy,9,7,100,0.5716699521261617,0.5691354548014643,0.5726760563380282,0.5754929577464789,0.5698591549295775
0.5717104882179589,0.004546639400931324,entropy,9,9,200,0.5744860602647142,0.5643480709659251,0.5695774647887324,0.5777464788732395,0.5723943661971831
0.5715978438924167,0.00416372584399642,entropy,9,2,100,0.5736412278231484,0.5646296817797803,0.5723943661971831,0.5771830985915493,0.5701408450704225
0.5706965940956922,0.0042649035523764965,gini,9,6,100,0.5713883413123064,0.5640664601520698,0.5707042253521126,0.5774647887323944,0.5698591549295775
0.5704710515982405,0.0037053611774184045,entropy,9,3,200,0.5730780061954379,0.5657561250352013,0.5667605633802817,0.5754929577464789,0.5712676056338029
0.5703585341958821,0.00436776516251826,gini,9,3,100,0.5736412278231484,0.5623767952689384,0.5704225352112676,0.5749295774647887,0.5704225352112676
0.5701896946307526,0.0051523900454135034,entropy,8,7,200,0.5674457899183328,0.5654745142213461,0.5664788732394366,0.5794366197183098,0.572112676056338
0.5701329599676346,0.0018581890578787314,entropy,9,8,200,0.5722331737538722,0.5677274007321881,0.5692957746478873,0.5723943661971831,0.5690140845070423
0.5700770661706086,0.005487662164057791,gini,9,8,100,0.5719515629400169,0.5601239087580963,0.5701408450704225,0.5769014084507043,0.5712676056338029
0.5700767805934451,0.0038158482199167412,gini,9,9,100,0.5727963953815827,0.5643480709659251,0.5676056338028169,0.5752112676056338,0.5704225352112676
0.5700204901614702,0.005152672642802696,gini,9,8,200,0.5742044494508589,0.5620951844550831,0.568169014084507,0.5769014084507043,0.5687323943661972
0.5698514443461671,0.004381217821827436,gini,9,7,100,0.5733596170092932,0.5635032385243594,0.5709859154929577,0.5752112676056338,0.5661971830985916
0.5698514284807692,0.0030823334307109765,gini,8,3,200,0.5708251196845959,0.5663193466629118,0.5676056338028169,0.5752112676056338,0.5692957746478873
0.5698513808845752,0.0022720027164396506,gini,9,7,200,0.5711067304984512,0.5668825682906223,0.5701408450704225,0.5732394366197183,0.5678873239436619
0.5697952015103859,0.004456249952161574,gini,8,2,100,0.5702618980568854,0.5649112925936356,0.568169014084507,0.5780281690140845,0.5676056338028169
0.569795138048794,0.0052704164639319736,entropy,9,8,100,0.5744860602647142,0.5618135736412279,0.5676056338028169,0.5766197183098591,0.5684507042253522
0.5696822874730785,0.002650179773450018,entropy,9,4,200,0.5725147845677274,0.5668825682906223,0.5664788732394366,0.5726760563380282,0.5698591549295775
0.5696265364646341,0.004809979095914382,entropy,9,3,100,0.5677274007321881,0.5612503520135174,0.5729577464788732,0.5749295774647887,0.5712676056338029
0.5695699921862916,0.0049345900080835815,gini,8,8,200,0.5699802872430302,0.5626584060827936,0.5690140845070423,0.5780281690140845,0.568169014084507
0.5695696431475363,0.003856747887932024,entropy,9,4,100,0.5744860602647142,0.5643480709659251,0.5698591549295775,0.5729577464788732,0.5661971830985916
0.5694573795915454,0.004786785541836816,entropy,8,7,100,0.5705435088707407,0.5609687411996621,0.5687323943661972,0.5754929577464789,0.5715492957746479
